,Movie ID,Title,IMDB Rating,Directors,Writers,Stars,Storyline,Release Date,Origin Countries,Languages,Budget,Gross Worldwide,Runtime,Genres
122,tt1490017,The Lego Movie,7.7,"​Phil Lord, ​Christopher Miller","noneWriters, ​Phil Lord, ​Christopher Miller, ​Dan Hageman, noneWriters","noneStars, ​Chris Pratt, ​Will Ferrell, ​Elizabeth Banks, noneStars","An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",Release date,"United States, Denmark, Australia, Norway","English, Turkish","$60,000,000 (estimated)","$470,759,687",1 hour 40 minutes,"Animation, Action, Adventure"
123,tt15789038,Elemental,7.0,​Peter Sohn,"noneWriters, ​John Hoberg, ​Kat Likkel, ​Brenda Hsueh, noneWriters","noneStars, ​Leah Lewis, ​Mamoudou Athie, ​Ronnie Del Carmen, noneStars","Follows Ember and Wade, in a city where fire-, water-, earth- and air-residents live together.",Release date,United States,English,"$200,000,000 (estimated)","$496,444,308",1 hour 41 minutes,"Animation, Adventure, Comedy"
124,tt2380307,Coco,8.4,"​Lee Unkrich, ​Adrian Molina","noneWriters, ​Lee Unkrich, ​Jason Katz, ​Matthew Aldrich, noneWriters","noneStars, ​Anthony Gonzalez, ​Gael García Bernal, ​Benjamin Bratt, noneStars","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",Release date,"United States, Mexico","English, Spanish","$175,000,000 (estimated)","$828,369,186",1 hour 45 minutes,"Animation, Adventure, Drama"
125,tt6467266,Sing 2,7.3,"​Garth Jennings, ​Christophe Lourdelet",​Garth Jennings,"noneStars, ​Matthew McConaughey, ​Reese Witherspoon, ​Scarlett Johansson, noneStars",Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,Release date,"United States, Japan, France",English,"$85,000,000 (estimated)","$408,402,685",1 hour 50 minutes,"Animation, Adventure, Comedy"
126,tt2224026,Home,6.5,​Tim Johnson,"​Tom J. Astle, ​Matt Ember, ​Adam Rex","noneStars, ​Jim Parsons, ​Rihanna, ​Steve Martin, noneStars","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",Release date,"United States, India","English, French","$135,000,000 (estimated)","$386,041,607",1 hour 34 minutes,"Animation, Adventure, Comedy"
127,tt0114709,Toy Story,8.3,​John Lasseter,"noneWriters, ​John Lasseter, ​Pete Docter, ​Andrew Stanton, noneWriters","noneStars, ​Tom Hanks, ​Tim Allen, ​Don Rickles, noneStars",A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,Release date,United States,English,"$30,000,000 (estimated)","$394,436,586",1 hour 21 minutes,"Animation, Adventure, Comedy"
128,tt14362112,Trolls Band Together,6.0,"​Walt Dohrn, ​Tim Heitz","​Elizabeth Tippet, ​Thomas Dam","noneStars, ​Anna Kendrick, ​Justin Timberlake, ​Kenan Thompson, noneStars","Poppy discovers that Branch was once part of the boy band 'BroZone' with his brothers, Floyd, John Dory, Spruce and Clay. When Floyd is kidnapped, Branch and Poppy embark on a journey to reunite his two other brothers and rescue Floyd.",Release date,"United States, United Kingdom","English, Spanish",N/A,"$209,356,217",1 hour 31 minutes,"Animation, Adventure, Comedy"
129,tt0126029,Shrek,7.9,"​Andrew Adamson, ​Vicky Jenson","noneWriters, ​William Steig, ​Ted Elliott, ​Terry Rossio, noneWriters","noneStars, ​Mike Myers, ​Eddie Murphy, ​Cameron Diaz, noneStars","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",Release date,United States,English,"$60,000,000 (estimated)","$488,628,188",1 hour 30 minutes,"Animation, Adventure, Comedy"
130,tt8589698,Teenage Mutant Ninja Turtles: Mutant Mayhem,7.2,"​Jeff Rowe, ​Kyler Spears","noneWriters, ​Seth Rogen, ​Evan Goldberg, ​Jeff Rowe, noneWriters","noneStars, ​Micah Abbey, ​Shamon Brown Jr., ​Nicolas Cantu, noneStars",The Turtle brothers work to earn the love of New York City while facing down an army of mutants.,Release date,"United States, Japan, Canada",English,"$70,000,000 (estimated)","$180,513,586",1 hour 39 minutes,"Animation, Action, Adventure"
131,tt0317705,The Incredibles,8.0,​Brad Bird,​Brad Bird,"noneStars, ​Craig T. Nelson, ​Samuel L. Jackson, ​Holly Hunter, noneStars","While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",Release date,United States,"English, French, German, Italian, Portuguese, Russian","$92,000,000 (estimated)","$631,688,498",1 hour 55 minutes,"Animation, Action, Adventure"
132,tt0910970,WALL·E,8.4,​Andrew Stanton,"noneWriters, ​Andrew Stanton, ​Pete Docter, ​Jim Reardon, noneWriters","noneStars, ​Ben Burtt, ​Elissa Knight, ​Jeff Garlin, noneStars","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",Release date,"United States, Japan",English,"$180,000,000 (estimated)","$527,402,840",1 hour 38 minutes,"Animation, Adventure, Family"
133,tt2953050,Encanto,7.2,"​Jared Bush, ​Byron Howard, ​Charise Castro Smith","noneWriters, ​Charise Castro Smith, ​Jared Bush, ​Byron Howard, noneWriters","noneStars, ​Stephanie Beatriz, ​María Cecilia Botero, ​John Leguizamo, noneStars",A Colombian teenage girl has to face the frustration of being the only member of her family without magical powers.,Release date,United States,"English, Spanish","$50,000,000 (estimated)","$256,786,742",1 hour 42 minutes,"Animation, Comedy, Family"
134,tt0398286,Tangled,7.7,"​Nathan Greno, ​Byron Howard","​Dan Fogelman, ​Jacob Grimm, ​Wilhelm Grimm","noneStars, ​Mandy Moore, ​Zachary Levi, ​Donna Murphy, noneStars","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",Release date,"United States, Japan","English, German","$260,000,000 (estimated)","$592,472,813",1 hour 40 minutes,"Animation, Adventure, Comedy"
135,tt6587046,The Boy and the Heron,7.6,​Hayao Miyazaki,"noneWriter, ​Hayao Miyazaki, noneWriter","noneStars, ​Soma Santoki, ​Masaki Suda, ​Kô Shibasaki, noneStars","In the wake of his mother's death and his father's remarriage, a headstrong boy named Mahito ventures into a dreamlike world shared by both the living and the dead.",Release date,Japan,"English, Japanese",N/A,"$173,786,633",2 hours 4 minutes,"Animation, Adventure, Drama"
136,tt0266543,Finding Nemo,8.2,"​Andrew Stanton, ​Lee Unkrich","noneWriters, ​Andrew Stanton, ​Bob Peterson, ​David Reynolds, noneWriters","noneStars, ​Albert Brooks, ​Ellen DeGeneres, ​Alexander Gould, noneStars","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",Release date,"United States, Japan","English, Japanese, Russian","$94,000,000 (estimated)","$941,637,960",1 hour 40 minutes,"Animation, Adventure, Comedy"
137,tt4633694,Spider-Man: Into the Spider-Verse,8.4,"​Bob Persichetti, ​Peter Ramsey, ​Rodney Rothman","noneWriters, ​Phil Lord, ​Rodney Rothman, noneWriters","noneStars, ​Shameik Moore, ​Jake Johnson, ​Hailee Steinfeld, noneStars",Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,Release date,"Canada, United States","English, Spanish","$90,000,000 (estimated)","$384,298,736",1 hour 57 minutes,"Animation, Action, Adventure"
138,tt2948356,Zootopia,8.0,"​Byron Howard, ​Rich Moore, ​Jared Bush","noneWriters, ​Byron Howard, ​Rich Moore, ​Jared Bush, noneWriters","noneStars, ​Ginnifer Goodwin, ​Jason Bateman, ​Idris Elba, noneStars","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",Release date,United States,English,"$150,000,000 (estimated)","$1,025,521,689",1 hour 48 minutes,"Animation, Action, Adventure"
139,tt1049413,Up,8.3,"​Pete Docter, ​Bob Peterson","noneWriters, ​Pete Docter, ​Bob Peterson, ​Tom McCarthy, noneWriters","noneStars, ​Edward Asner, ​Jordan Nagai, ​John Ratzenberger, noneStars","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",Release date,United States,English,"$175,000,000 (estimated)","$735,102,136",1 hour 36 minutes,"Animation, Adventure, Comedy"
140,tt2294629,Frozen,7.4,"​Chris Buck, ​Jennifer Lee","noneWriters, ​Jennifer Lee, ​Hans Christian Andersen, ​Chris Buck, noneWriters","noneStars, ​Kristen Bell, ​Idina Menzel, ​Jonathan Groff, noneStars","Fearless optimist Anna teams up with rugged mountain man Kristoff and his loyal reindeer Sven in an epic journey to find Anna's sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter.",Release date,United States,English,"$150,000,000 (estimated)","$1,285,048,126",1 hour 42 minutes,"Animation, Adventure, Comedy"
141,tt30476486,Haikyuu!! The Dumpster Battle,7.8,​Susumu Mitsunaka,"​Haruichi Furudate, ​Susumu Mitsunaka","noneStars, ​Ayumu Murase, ​Kaito Ishikawa, ​Yûki Kaji, noneStars","Despite a strong field, the Karasuno High volleyball team advances past the preliminary round of the Harutaka tournament in Miyagi prefecture to reach the third round.",Release date,Japan,Japanese,N/A,"$88,982,652",1 hour 25 minutes,"Animation, Comedy, Drama"
142,tt1323594,Despicable Me,7.6,"​Pierre Coffin, ​Chris Renaud","​Cinco Paul, ​Ken Daurio, ​Sergio Pablos","noneStars, ​Steve Carell, ​Jason Segel, ​Russell Brand, noneStars","Gru, a criminal mastermind, adopts three orphans as pawns to carry out the biggest heist in history. His life takes an unexpected turn when the little girls see the evildoer as their potential father.",Release date,"United States, France",English,"$69,000,000 (estimated)","$543,284,256",1 hour 35 minutes,"Animation, Adventure, Comedy"
143,tt0347149,Howl's Moving Castle,8.2,​Hayao Miyazaki,"​Hayao Miyazaki, ​Diana Wynne Jones","noneStars, ​Chieko Baishô, ​Takuya Kimura, ​Tatsuya Gashûin, noneStars","When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",Release date,Japan,Japanese,"$24,000,000 (estimated)","$237,731,798",1 hour 59 minutes,"Animation, Adventure, Family"
144,tt17163970,Wallace & Gromit: Vengeance Most Fowl,N/A,"​Merlin Crossingham, ​Nick Park","​Mark Burton, ​Nick Park","noneStars, ​Adjoa Andoh, ​Reece Shearsmith, ​Diane Morgan, noneStars","Focus on Gromit's concern that Wallace has become over-dependent on his inventions, which proves justified when Wallace invents a ""smart gnome"" that seems to develop a mind of its own.",Release date,United Kingdom,English,N/A,"$191,452",N/A,"Animation, Adventure, Comedy"
145,tt6105098,The Lion King,6.8,​Jon Favreau,"noneWriters, ​Jeff Nathanson, ​Irene Mecchi, ​Jonathan Roberts, noneWriters","noneStars, ​Donald Glover, ​Beyoncé, ​Seth Rogen, noneStars","After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",Release date,"United States, United Kingdom, Kenya","English, Spanish","$260,000,000 (estimated)","$1,663,079,059",1 hour 58 minutes,"Animation, Adventure, Drama"
146,tt0780521,The Princess and the Frog,7.2,"​Ron Clements, ​John Musker","noneWriters, ​Ron Clements, ​John Musker, ​Greg Erb, noneWriters","noneStars, ​Anika Noni Rose, ​Keith David, ​Oprah Winfrey, noneStars","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",Release date,"United States, Brazil, Canada","English, French","$105,000,000 (estimated)","$267,056,816",1 hour 37 minutes,"Animation, Adventure, Comedy"
147,tt5311514,Your Name.,8.4,​Makoto Shinkai,"noneWriters, ​Makoto Shinkai, ​Clark Cheng, noneWriters","noneStars, ​Ryunosuke Kamiki, ​Mone Kamishiraishi, ​Ryo Narita, noneStars","Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",Release date,Japan,Japanese,"¥370,000,000 (estimated)","$382,238,191",1 hour 46 minutes,"Animation, Drama, Fantasy"
148,tt13429870,Robot Dreams,7.6,​Pablo Berger,"​Pablo Berger, ​Sara Varon",​Pablo Berger,The adventures and misfortunes of Dog and Robot in New York City during the 1980s.,Release date,"Spain, France",,N/A,"$4,089,339",1 hour 43 minutes,"Animation, Drama, Family"
149,tt0119282,Hercules,7.3,"​Ron Clements, ​John Musker","noneWriters, ​Ron Clements, ​John Musker, ​Don McEnery, noneWriters","noneStars, ​Tate Donovan, ​Susan Egan, ​James Woods, noneStars",The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,Release date,United States,"English, Spanish, Greek","$85,000,000 (estimated)","$252,712,101",1 hour 33 minutes,"Animation, Action, Adventure"
150,tt0198781,"Monsters, Inc.",8.1,"​Pete Docter, ​David Silverman, ​Lee Unkrich","noneWriters, ​Pete Docter, ​Jill Culton, ​Jeff Pidgeon, noneWriters","noneStars, ​Billy Crystal, ​John Goodman, ​Mary Gibbs, noneStars","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",Release date,United States,English,"$115,000,000 (estimated)","$579,723,768",1 hour 32 minutes,"Animation, Adventure, Comedy"
151,tt15398776,Oppenheimer,8.3,​Christopher Nolan,"​Christopher Nolan, ​Kai Bird, ​Martin Sherwin","noneStars, ​Cillian Murphy, ​Emily Blunt, ​Matt Damon, noneStars",The story of American scientist J. Robert Oppenheimer and his role in the development of the atomic bomb.,Release date,"United States, United Kingdom","English, German, Italian","$100,000,000 (estimated)","$975,134,850",3 hours,"Biography, Drama, History"
152,tt21064584,The Iron Claw,7.6,​Sean Durkin,​Sean Durkin,"noneStars, ​Zac Efron, ​Jeremy Allen White, ​Harris Dickinson, noneStars","The true story of the inseparable Von Erich brothers, who made history in the intensely competitive world of professional wrestling in the early 1980s.",Release date,"United Kingdom, United States",English,"$15,000,000 (estimated)","$45,200,720",2 hours 12 minutes,"Biography, Drama, Sport"
153,tt27470893,Chandu Champion,8.5,​Kabir Khan,"noneWriters, ​Sumit Arora, ​Kabir Khan, ​Sudipto Sarkar, noneWriters","noneStars, ​Kartik Aaryan, ​Vijay Raaz, ​Bhagyashree Patwardhan, noneStars",A man who faced one adversary after another with an undying spirit. His unwavering zeal and never give up attitude led to India's first individual gold medal in any form of the Olympics.,Release date,India,Hindi,N/A,"$127,116",2 hours 22 minutes,"Action, Biography, Drama"
154,tt1856080,The Boys in the Boat,7.0,​George Clooney,"​Daniel James Brown, ​Mark L. Smith","noneStars, ​Joel Edgerton, ​Callum Turner, ​Peter Guinness, noneStars","A 1930s-set story centered on the University of Washington's rowing team, from their Depression-era beginnings to winning gold at the 1936 Berlin Olympics.",Release date,United States,"English, German, French, Italian, Hungarian","$40,000,000 (estimated)","$55,481,773",2 hours 3 minutes,"Biography, Drama, Sport"
155,tt14914430,Unfrosted,5.5,​Jerry Seinfeld,"noneWriters, ​Jerry Seinfeld, ​Spike Feresten, ​Andy Robin, noneWriters","noneStars, ​Isaac Bae, ​Jerry Seinfeld, ​Chris Rickett, noneStars","In 1963 Michigan, business rivals Kellogg's and Post compete to create a cake that could change breakfast forever.",Release date,United States,English,"$14,200,000 (estimated)",N/A,1 hour 37 minutes,"Biography, Comedy, History"
156,tt21261712,Back to Black,6.4,​Sam Taylor-Johnson,​Matt Greenhalgh,"noneStars, ​Marisa Abela, ​Eddie Marsan, ​Jack O'Connell, noneStars","The life and music of Amy Winehouse, through the journey of adolescence to adulthood and the creation of one of the best-selling albums of our time.",Release date,"United Kingdom, France, United States",English,N/A,"$50,375,726",2 hours 2 minutes,"Biography, Drama, Music"
157,tt0993846,The Wolf of Wall Street,8.2,​Martin Scorsese,"​Terence Winter, ​Jordan Belfort","noneStars, ​Leonardo DiCaprio, ​Jonah Hill, ​Margot Robbie, noneStars","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",Release date,United States,"English, French","$100,000,000 (estimated)","$407,039,432",3 hours,"Biography, Comedy, Crime"
158,tt0097937,My Left Foot,7.8,​Jim Sheridan,"​Shane Connaughton, ​Jim Sheridan, ​Christy Brown","noneStars, ​Daniel Day-Lewis, ​Brenda Fricker, ​Alison Whelan, noneStars","Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",Release date,"Ireland, United Kingdom",English,"£600,000 (estimated)","$14,743,391",1 hour 43 minutes,"Biography, Drama"
159,tt3758542,Ferrari,6.4,​Michael Mann,"​Troy Kennedy Martin, ​Brock Yates","noneStars, ​Adam Driver, ​Shailene Woodley, ​Giuseppe Festinese, noneStars","Set in the summer of 1957, with Enzo Ferrari's auto empire in crisis, the ex-racer turned entrepreneur pushes himself and his drivers to the edge as they launch into the Mille Miglia, a treacherous 1,000-mile race across Italy.",Release date,"United States, United Kingdom, Italy, Saudi Arabia",English,"$110,000,000 (estimated)","$42,285,029",2 hours 10 minutes,"Biography, Drama, History"
160,tt17076046,Weird: The Al Yankovic Story,6.9,​Eric Appel,"​'Weird Al' Yankovic, ​Eric Appel","noneStars, ​Diedrich Bader, ​Daniel Radcliffe, ​Lin-Manuel Miranda, noneStars","Explores every facet of Yankovic's life, from his meteoric rise to fame with early hits like 'Eat It' and 'Like a Surgeon' to his torrid celebrity love affairs and famously depraved lifestyle.",Release date,United States,English,"$8,000,000 (estimated)",N/A,1 hour 48 minutes,"Biography, Comedy, Crime"
161,tt0108052,Schindler's List,9.0,​Steven Spielberg,"​Thomas Keneally, ​Steven Zaillian","noneStars, ​Liam Neeson, ​Ralph Fiennes, ​Ben Kingsley, noneStars","In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",Release date,United States,"English, Hebrew, German, Polish, Latin","$22,000,000 (estimated)","$322,161,245",3 hours 15 minutes,"Biography, Drama, History"
162,tt23849204,12th Fail,8.9,​Vidhu Vinod Chopra,"noneWriters, ​Vidhu Vinod Chopra, ​Jaskunwar Kohli, ​Anurag Pathak, noneWriters","noneStars, ​Vikrant Massey, ​Medha Shankr, ​Anant Joshi, noneStars",The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.,Release date,India,"Hindi, Malayalam, Tamil, Telugu, Kannada",N/A,"$138,288",2 hours 27 minutes,"Biography, Drama"
163,tt0099685,Goodfellas,8.7,​Martin Scorsese,"noneWriters, ​Nicholas Pileggi, ​Martin Scorsese, noneWriters","noneStars, ​Robert De Niro, ​Ray Liotta, ​Joe Pesci, noneStars","The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",Release date,United States,"English, Italian, Hebrew, Yiddish","$25,000,000 (estimated)","$47,049,784",2 hours 25 minutes,"Biography, Crime, Drama"
164,tt1950186,Ford v Ferrari,8.1,​James Mangold,"​Jez Butterworth, ​John-Henry Butterworth, ​Jason Keller","noneStars, ​Matt Damon, ​Christian Bale, ​Jon Bernthal, noneStars",American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,Release date,United States,"English, Italian, French, Japanese","$97,600,000 (estimated)","$225,508,210",2 hours 32 minutes,"Action, Biography, Drama"
165,tt1485796,The Greatest Showman,7.5,​Michael Gracey,"noneWriters, ​Jenny Bicks, ​Bill Condon, noneWriters","noneStars, ​Hugh Jackman, ​Michelle Williams, ​Zac Efron, noneStars",Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,Release date,United States,English,"$84,000,000 (estimated)","$438,550,994",1 hour 45 minutes,"Biography, Drama, Musical"
166,tt6966692,Green Book,8.2,​Peter Farrelly,"​Nick Vallelonga, ​Brian Hayes Currie, ​Peter Farrelly","noneStars, ​Viggo Mortensen, ​Mahershala Ali, ​Linda Cardellini, noneStars",A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,Release date,"United States, China","English, Italian, Russian, German","$23,000,000 (estimated)","$321,752,656",2 hours 10 minutes,"Biography, Comedy, Drama"
167,tt10869778,Maidaan,8.1,​Amit Ravindernath Sharma,"noneWriters, ​Akash Chawla, ​Sidhant Mago, ​Saiwyn Quadras, noneWriters","noneStars, ​Ajay Devgn, ​Priyamani, ​Gajraj Rao, noneStars","Inspired by the Indian national football team coach and manager Syed Abdul Rahim, who is regarded as the architect of Indian football.",Release date,India,"Hindi, Malayalam, Tamil, Telugu",N/A,"$371,226",3 hours 1 minute,"Biography, Drama, History"
168,tt7598076,Curiosa,5.4,​Lou Jeunet,"noneWriters, ​Lou Jeunet, ​Raphaëlle Desplechin, ​Pierre Louÿs, noneWriters","noneStars, ​Noémie Merlant, ​Niels Schneider, ​Benjamin Lavernhe, noneStars","A passionate love story set against a backdrop of sexual freedom, loosely based on the relationship between 19th-century authors Pierre Louÿs and Marie de Régnier.",Release date,France,French,N/A,"$114,949",1 hour 47 minutes,"Biography, Drama, History"
169,tt13287846,Napoleon,6.4,​Ridley Scott,​David Scarpa,"noneStars, ​Joaquin Phoenix, ​Vanessa Kirby, ​Tahar Rahim, noneStars","An epic that details the chequered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.",Release date,"United States, United Kingdom","English, French, Russian, German, Italian","$200,000,000 (estimated)","$221,379,385",2 hours 38 minutes,"Action, Adventure, Biography"
170,tt1596363,The Big Short,7.8,​Adam McKay,"​Charles Randolph, ​Adam McKay, ​Michael Lewis","noneStars, ​Christian Bale, ​Steve Carell, ​Ryan Gosling, noneStars","In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.",Release date,United States,English,"$28,000,000 (estimated)","$133,440,870",2 hours 10 minutes,"Biography, Comedy, Drama"
171,tt13957560,Dumb Money,6.9,​Craig Gillespie,"​Lauren Schuker Blum, ​Rebecca Angelo, ​Ben Mezrich","noneStars, ​Paul Dano, ​Pete Davidson, ​Vincent D'Onofrio, noneStars",David vs. Goliath tale about everyday people who flipped the script on Wall Street and got rich by turning GameStop (the video-game store) into the world's hottest company.,Release date,United States,English,"$30,000,000 (estimated)","$20,703,794",1 hour 45 minutes,"Biography, Comedy, Drama"
172,tt0108358,Tombstone,7.8,"​George P. Cosmatos, ​Kevin Jarre",​Kevin Jarre,"noneStars, ​Kurt Russell, ​Val Kilmer, ​Sam Elliott, noneStars","A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating.",Release date,United States,"English, Latin, Spanish","$25,000,000 (estimated)","$56,505,065",2 hours 10 minutes,"Biography, Drama, History"
173,tt8368368,The Apprentice,N/A,​Ali Abbasi,​Gabriel Sherman,"noneStars, ​Sebastian Stan, ​Jeremy Strong, ​Maria Bakalova, noneStars",The story of how a young Donald Trump started his real estate business in 1970s and 80s New York with the helping hand of infamous lawyer Roy Cohn.,Release date,"Canada, Denmark, Ireland",English,N/A,N/A,2 hours,"Biography, Drama, History"
174,tt5177114,Young Woman and the Sea,7.7,​Joachim Rønning,"​Jeff Nathanson, ​Glenn Stout","noneStars, ​Daisy Ridley, ​Tilda Cobham-Hervey, ​Stephen Graham, noneStars","The story of competitive swimmer Trudy Ederle, who, in 1926, was the first woman to ever swim across the English Channel.",Release date,"United States, Hungary, Italy, United Kingdom, France",English,N/A,"$581,725",2 hours 9 minutes,"Biography, Drama, Romance"
175,tt16227342,Mr. & Mrs. Mahi,6.5,​Sharan Sharma,"​Nikhil Mehrotra, ​Sharan Sharma","noneStars, ​Janhvi Kapoor, ​Rajkummar Rao, ​Kumud Mishra, noneStars",A married couple who share a love for cricket begin training in the game due to her natural talent.,Release date,India,Hindi,N/A,"$309,852",2 hours 19 minutes,"Biography, Drama, Sport"
176,tt2119532,Hacksaw Ridge,8.1,​Mel Gibson,"​Robert Schenkkan, ​Andrew Knight","noneStars, ​Andrew Garfield, ​Sam Worthington, ​Luke Bracey, noneStars","World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",Release date,United States,"English, Japanese","$40,000,000 (estimated)","$180,563,636",2 hours 19 minutes,"Biography, Drama, History"
177,tt2461150,Masterminds,5.8,​Jared Hess,"noneWriters, ​Chris Bowman, ​Hubbel Palmer, ​Emily Spivey, noneWriters","noneStars, ​Zach Galifianakis, ​Owen Wilson, ​Kristen Wiig, noneStars",A guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history. Based on the October 1997 Loomis Fargo robbery.,Release date,United States,"English, Spanish","$25,000,000 (estimated)","$29,674,699",1 hour 35 minutes,"Biography, Comedy, Crime"
178,tt13097932,One Life,7.5,​James Hawes,"​Lucinda Coxon, ​Nick Drake, ​Barbara Winton","noneStars, ​Anthony Hopkins, ​Lena Olin, ​Johnny Flynn, noneStars","Sir Nicholas 'Nicky' Winton, a young London broker who, in the months leading up to World War II, rescued over 600 children from Nazi-occupied Czechoslovakia.",Release date,United Kingdom,"English, German, Czech, French",N/A,"$53,615,600",1 hour 49 minutes,"Biography, Drama, History"
179,tt20561198,The Promised Land,7.7,​Nikolaj Arcel,"​Nikolaj Arcel, ​Anders Thomas Jensen, ​Ida Jessen","noneStars, ​Mads Mikkelsen, ​Amanda Collin, ​Simon Bennebjerg, noneStars",The story of Ludvig Kahlen who pursued his lifelong dream: To make the heath bring him wealth and honor.,Release date,"Denmark, Sweden, Norway, Germany","Danish, Swedish, German, Norwegian","$8,500,000 (estimated)","$2,041,868",2 hours 7 minutes,"Action, Biography, Drama"
180,tt0086879,Amadeus,8.4,​Milos Forman,"noneWriters, ​Peter Shaffer, ​Zdenek Mahler, noneWriters","noneStars, ​F. Murray Abraham, ​Tom Hulce, ​Elizabeth Berridge, noneStars","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.",Release date,"United States, France","English, Italian, Latin, German, French","$18,000,000 (estimated)","$52,071,304",2 hours 40 minutes,"Biography, Drama, Music"
181,tt4846340,Hidden Figures,7.8,​Theodore Melfi,"​Allison Schroeder, ​Theodore Melfi, ​Margot Lee Shetterly","noneStars, ​Taraji P. Henson, ​Octavia Spencer, ​Janelle Monáe, noneStars",The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,Release date,United States,English,"$25,000,000 (estimated)","$235,957,472",2 hours 7 minutes,"Biography, Drama, History"
182,tt0112573,Braveheart,8.3,​Mel Gibson,​Randall Wallace,"noneStars, ​Mel Gibson, ​Sophie Marceau, ​Patrick McGoohan, noneStars",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,Release date,United States,"English, French, Latin, Gaelic, Italian","$72,000,000 (estimated)","$213,216,216",2 hours 58 minutes,"Biography, Drama, War"
183,tt8521778,Bob Marley: One Love,6.3,​Reinaldo Marcus Green,"noneWriters, ​Terence Winter, ​Frank E. Flowers, ​Zach Baylin, noneWriters","noneStars, ​Kingsley Ben-Adir, ​Lashana Lynch, ​James Norton, noneStars","The story of how reggae icon Bob Marley overcame adversity, and the journey behind his revolutionary music.",Release date,United States,English,N/A,"$179,393,170",1 hour 47 minutes,"Biography, Drama, Music"
184,tt11378946,Michael,N/A,​Antoine Fuqua,​John Logan,"noneStars, ​Miles Teller, ​Kat Graham, ​Nia Long, noneStars","The story of the famous musician Michael Jackson, known as the King of Pop.",Release date,"United States, United Kingdom",English,"$155,000,000 (estimated)",N/A,N/A,"Biography, Drama, History"
